nombre_supermercado,nombre_producto,marca_producto,precio_producto,calorias,proteinas,carbohidratos,grasas,imagen
euru,Brócoli,Brand J,3.64,1.5,17.0,41.4,17.1,images/default_image.jpg
euru,Manzana,Brand J,4.34,1.0,26.4,40.9,3.3,images/default_image.jpg
euru,Espinaca,Brand F,2.17,1.0,7.1,43.9,13.4,images/default_image.jpg
euru,Avena,Brand B,4.18,2.5,17.6,33.6,2.8,images/default_image.jpg
euru,Arroz,Brand I,5.71,2.0,18.8,37.5,18.3,images/default_image.jpg
euru,Arroz,Brand C,4.2,2.0,29.8,48.8,15.4,images/default_image.jpg
euru,Manzana,Brand A,6.83,1.0,21.8,45.4,16.5,images/default_image.jpg
euru,Plátano,Brand J,3.76,0.5,3.7,32.2,1.5,images/default_image.jpg
euru,Avena,Brand C,6.42,2.5,9.6,46.8,15.2,images/default_image.jpg
euru,Salmón,Brand H,0.96,5.0,24.7,30.9,4.1,images/default_image.jpg
euru,Arroz,Brand A,5.65,2.0,7.7,12.2,18.7,images/default_image.jpg
euru,Manzana,Brand B,6.33,1.0,5.9,25.2,18.3,images/default_image.jpg
euru,Almendras,Brand E,3.94,7.0,17.9,40.2,18.4,images/default_image.jpg
euru,Avena,Brand D,4.13,2.5,17.1,10.9,15.7,images/default_image.jpg
euru,Brócoli,Brand H,5.34,1.5,26.0,40.7,3.8,images/default_image.jpg
euru,Avena,Brand G,5.37,2.5,10.8,25.9,4.2,images/default_image.jpg
euru,Salmón,Brand C,4.73,5.0,12.0,24.2,9.2,images/default_image.jpg
euru,Manzana,Brand D,4.01,1.0,26.5,6.0,8.2,images/default_image.jpg
euru,Espinaca,Brand I,5.18,1.0,15.7,36.4,10.3,images/default_image.jpg
euru,Plátano,Brand H,0.71,0.5,5.1,43.0,15.5,images/default_image.jpg
euru,Plátano,Brand I,1.34,0.5,9.6,26.0,19.2,images/default_image.jpg
euru,Huevos,Brand H,4.55,1.2,9.1,44.5,0.1,images/default_image.jpg
euru,Espinaca,Brand A,2.84,1.0,5.7,21.3,2.9,images/default_image.jpg
euru,Manzana,Brand G,1.19,1.0,11.0,7.4,15.5,images/default_image.jpg
euru,Avena,Brand I,2.82,2.5,25.6,20.2,9.9,images/default_image.jpg
euru,Yogur Griego,Brand B,3.91,1.5,21.8,46.8,19.6,images/default_image.jpg
euru,Salmón,Brand I,6.36,5.0,6.9,9.3,7.3,images/default_image.jpg
euru,Huevos,Brand I,4.98,1.2,5.3,17.4,15.4,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,0.69,3.0,22.6,26.9,12.3,images/default_image.jpg
euru,Plátano,Brand A,1.86,0.5,27.0,32.9,9.4,images/default_image.jpg
euru,Yogur Griego,Brand B,5.59,1.5,17.7,32.8,19.1,images/default_image.jpg
euru,Yogur Griego,Brand A,4.24,1.5,3.9,28.2,18.3,images/default_image.jpg
euru,Espinaca,Brand D,6.96,1.0,3.2,17.2,17.4,images/default_image.jpg
euru,Manzana,Brand J,0.95,1.0,20.3,26.7,9.7,images/default_image.jpg
euru,Almendras,Brand I,0.86,7.0,11.7,31.1,0.4,images/default_image.jpg
euru,Yogur Griego,Brand A,5.01,1.5,7.5,44.3,5.5,images/default_image.jpg
euru,Salmón,Brand F,2.61,5.0,14.0,5.3,5.3,images/default_image.jpg
euru,Almendras,Brand B,4.39,7.0,21.6,38.4,2.1,images/default_image.jpg
euru,Plátano,Brand H,6.73,0.5,3.1,9.5,15.6,images/default_image.jpg
euru,Huevos,Brand D,3.06,1.2,25.5,49.0,12.6,images/default_image.jpg
euru,Almendras,Brand B,4.22,7.0,10.4,12.7,17.3,images/default_image.jpg
euru,Espinaca,Brand H,4.37,1.0,17.7,15.4,8.3,images/default_image.jpg
euru,Salmón,Brand B,1.91,5.0,17.6,6.5,10.3,images/default_image.jpg
euru,Yogur Griego,Brand B,6.94,1.5,5.4,26.6,4.2,images/default_image.jpg
euru,Plátano,Brand I,6.93,0.5,16.8,7.7,16.0,images/default_image.jpg
euru,Avena,Brand A,5.81,2.5,22.3,29.6,1.4,images/default_image.jpg
euru,Huevos,Brand F,6.91,1.2,24.4,31.0,19.3,images/default_image.jpg
euru,Almendras,Brand I,6.6,7.0,10.4,22.3,15.3,images/default_image.jpg
euru,Huevos,Brand D,4.3,1.2,29.1,13.9,4.3,images/default_image.jpg
euru,Arroz,Brand H,3.51,2.0,1.8,32.5,18.4,images/default_image.jpg
euru,Espinaca,Brand C,5.01,1.0,18.9,34.0,1.4,images/default_image.jpg
euru,Arroz,Brand B,1.43,2.0,20.1,5.3,6.0,images/default_image.jpg
euru,Arroz,Brand E,2.41,2.0,17.1,31.5,1.0,images/default_image.jpg
euru,Yogur Griego,Brand B,1.17,1.5,26.1,19.5,15.0,images/default_image.jpg
euru,Huevos,Brand A,6.22,1.2,8.9,9.0,14.8,images/default_image.jpg
euru,Plátano,Brand C,4.95,0.5,19.5,5.1,6.3,images/default_image.jpg
euru,Manzana,Brand I,3.58,1.0,7.6,26.2,13.9,images/default_image.jpg
euru,Manzana,Brand I,3.49,1.0,9.5,10.2,19.2,images/default_image.jpg
euru,Manzana,Brand A,4.56,1.0,19.1,13.5,1.5,images/default_image.jpg
euru,Almendras,Brand C,4.56,7.0,29.3,25.1,18.0,images/default_image.jpg
euru,Espinaca,Brand D,2.21,1.0,24.0,21.4,6.4,images/default_image.jpg
euru,Almendras,Brand A,2.35,7.0,28.9,25.1,0.9,images/default_image.jpg
euru,Plátano,Brand H,1.87,0.5,28.3,10.1,18.1,images/default_image.jpg
euru,Manzana,Brand G,2.09,1.0,30.0,35.2,1.1,images/default_image.jpg
euru,Arroz,Brand E,2.13,2.0,20.7,8.6,15.1,images/default_image.jpg
euru,Plátano,Brand E,3.89,0.5,12.1,29.0,4.4,images/default_image.jpg
euru,Brócoli,Brand A,3.84,1.5,24.0,49.6,10.0,images/default_image.jpg
euru,Pechuga de Pollo,Brand D,1.6,3.0,28.4,48.7,19.1,images/default_image.jpg
euru,Brócoli,Brand J,2.98,1.5,6.1,43.7,19.1,images/default_image.jpg
euru,Huevos,Brand J,2.17,1.2,11.9,23.9,2.8,images/default_image.jpg
euru,Espinaca,Brand G,2.7,1.0,21.7,6.1,15.8,images/default_image.jpg
euru,Manzana,Brand B,6.9,1.0,16.8,43.1,6.0,images/default_image.jpg
euru,Espinaca,Brand G,2.51,1.0,3.5,38.3,14.6,images/default_image.jpg
euru,Almendras,Brand G,6.69,7.0,11.2,23.3,5.7,images/default_image.jpg
euru,Salmón,Brand A,1.18,5.0,23.9,33.7,15.0,images/default_image.jpg
euru,Yogur Griego,Brand A,1.4,1.5,25.4,40.5,17.3,images/default_image.jpg
euru,Yogur Griego,Brand H,0.59,1.5,8.3,31.7,7.8,images/default_image.jpg
euru,Brócoli,Brand I,5.01,1.5,5.4,20.7,7.8,images/default_image.jpg
euru,Brócoli,Brand J,6.89,1.5,25.8,35.9,5.8,images/default_image.jpg
euru,Yogur Griego,Brand B,6.53,1.5,26.2,28.9,8.7,images/default_image.jpg
euru,Plátano,Brand C,3.07,0.5,8.4,25.0,9.9,images/default_image.jpg
euru,Arroz,Brand D,2.44,2.0,9.7,35.2,2.8,images/default_image.jpg
euru,Brócoli,Brand J,5.66,1.5,3.9,12.3,16.4,images/default_image.jpg
euru,Brócoli,Brand J,6.73,1.5,29.5,28.2,10.4,images/default_image.jpg
euru,Espinaca,Brand E,2.35,1.0,13.7,7.0,19.0,images/default_image.jpg
euru,Avena,Brand H,2.51,2.5,7.9,19.1,4.4,images/default_image.jpg
euru,Yogur Griego,Brand C,3.47,1.5,20.0,48.3,19.1,images/default_image.jpg
euru,Almendras,Brand F,5.44,7.0,24.7,49.5,1.9,images/default_image.jpg
euru,Salmón,Brand D,1.24,5.0,9.1,40.2,5.2,images/default_image.jpg
euru,Almendras,Brand E,3.94,7.0,2.4,22.4,14.9,images/default_image.jpg
euru,Manzana,Brand B,2.47,1.0,19.8,10.7,9.9,images/default_image.jpg
euru,Arroz,Brand C,2.3,2.0,23.3,5.3,10.6,images/default_image.jpg
euru,Brócoli,Brand I,6.17,1.5,24.5,28.2,17.4,images/default_image.jpg
euru,Huevos,Brand G,4.94,1.2,8.4,39.3,7.3,images/default_image.jpg
euru,Salmón,Brand H,2.35,5.0,12.2,47.6,19.2,images/default_image.jpg
euru,Pechuga de Pollo,Brand J,3.23,3.0,9.6,43.8,17.1,images/default_image.jpg
euru,Huevos,Brand I,6.06,1.2,1.2,7.3,16.2,images/default_image.jpg
euru,Almendras,Brand H,3.16,7.0,5.2,44.5,6.5,images/default_image.jpg
euru,Almendras,Brand H,3.88,7.0,1.4,13.3,5.7,images/default_image.jpg
euru,Avena,Brand J,3.34,2.5,11.9,24.3,5.9,images/default_image.jpg
euru,Arroz,Brand C,5.26,2.0,21.7,20.2,14.2,images/default_image.jpg
euru,Salmón,Brand E,3.65,5.0,17.3,12.3,1.3,images/default_image.jpg
euru,Manzana,Brand G,1.01,1.0,2.3,33.5,2.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,5.82,3.0,9.9,21.0,15.1,images/default_image.jpg
euru,Manzana,Brand A,3.89,1.0,29.3,29.5,14.6,images/default_image.jpg
euru,Almendras,Brand E,5.64,7.0,12.7,25.1,9.0,images/default_image.jpg
euru,Brócoli,Brand F,4.56,1.5,21.0,9.8,7.8,images/default_image.jpg
euru,Espinaca,Brand F,0.91,1.0,20.2,14.2,15.2,images/default_image.jpg
euru,Huevos,Brand D,1.43,1.2,5.9,29.4,7.7,images/default_image.jpg
euru,Pechuga de Pollo,Brand B,4.44,3.0,8.3,37.5,16.3,images/default_image.jpg
euru,Avena,Brand C,0.7,2.5,26.6,46.0,6.9,images/default_image.jpg
euru,Espinaca,Brand J,1.61,1.0,17.6,13.1,3.3,images/default_image.jpg
euru,Plátano,Brand A,3.89,0.5,29.0,17.3,1.0,images/default_image.jpg
euru,Brócoli,Brand A,4.75,1.5,5.0,7.1,9.8,images/default_image.jpg
euru,Avena,Brand B,5.19,2.5,5.2,20.2,7.6,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,3.45,3.0,25.3,36.9,9.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand E,3.85,3.0,16.7,11.7,17.8,images/default_image.jpg
euru,Plátano,Brand C,6.18,0.5,4.8,29.0,2.5,images/default_image.jpg
euru,Espinaca,Brand H,2.47,1.0,13.9,6.2,11.0,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,1.05,3.0,2.2,44.7,4.6,images/default_image.jpg
euru,Avena,Brand D,1.54,2.5,12.4,15.4,3.8,images/default_image.jpg
euru,Manzana,Brand C,5.99,1.0,5.4,14.0,15.6,images/default_image.jpg
euru,Huevos,Brand B,4.15,1.2,11.3,38.5,18.6,images/default_image.jpg
euru,Plátano,Brand J,6.96,0.5,14.3,46.7,10.3,images/default_image.jpg
euru,Avena,Brand E,0.74,2.5,27.6,26.2,17.1,images/default_image.jpg
euru,Yogur Griego,Brand F,3.06,1.5,9.5,24.6,2.3,images/default_image.jpg
euru,Espinaca,Brand G,5.55,1.0,25.4,18.1,1.7,images/default_image.jpg
euru,Plátano,Brand I,2.53,0.5,24.4,49.7,15.6,images/default_image.jpg
euru,Espinaca,Brand I,4.16,1.0,14.9,37.9,5.0,images/default_image.jpg
euru,Plátano,Brand F,5.17,0.5,4.5,15.1,3.9,images/default_image.jpg
euru,Brócoli,Brand E,1.45,1.5,11.8,16.0,0.7,images/default_image.jpg
euru,Arroz,Brand F,6.06,2.0,17.5,32.9,1.3,images/default_image.jpg
euru,Pechuga de Pollo,Brand C,6.15,3.0,10.1,19.2,11.9,images/default_image.jpg
euru,Arroz,Brand F,4.67,2.0,12.1,37.4,14.9,images/default_image.jpg
euru,Salmón,Brand G,2.8,5.0,22.0,10.2,1.0,images/default_image.jpg
euru,Almendras,Brand A,5.29,7.0,1.9,49.2,6.7,images/default_image.jpg
euru,Manzana,Brand A,3.93,1.0,15.9,8.3,10.1,images/default_image.jpg
euru,Brócoli,Brand B,4.56,1.5,9.2,49.5,1.5,images/default_image.jpg
euru,Manzana,Brand H,3.18,1.0,16.2,28.0,8.4,images/default_image.jpg
euru,Espinaca,Brand H,2.69,1.0,8.8,13.9,11.0,images/default_image.jpg
euru,Arroz,Brand E,4.51,2.0,19.9,11.6,19.5,images/default_image.jpg
euru,Arroz,Brand A,3.74,2.0,28.4,42.5,3.2,images/default_image.jpg
euru,Almendras,Brand F,1.62,7.0,17.9,36.8,0.6,images/default_image.jpg
euru,Arroz,Brand I,5.58,2.0,13.4,22.4,19.3,images/default_image.jpg
euru,Pechuga de Pollo,Brand A,6.92,3.0,4.4,5.9,11.2,images/default_image.jpg
euru,Espinaca,Brand A,1.73,1.0,28.8,23.6,2.6,images/default_image.jpg
euru,Salmón,Brand I,1.51,5.0,2.2,38.5,10.1,images/default_image.jpg
euru,Pechuga de Pollo,Brand G,2.85,3.0,20.8,28.5,3.6,images/default_image.jpg
euru,Espinaca,Brand E,0.6,1.0,27.9,34.4,16.0,images/default_image.jpg
euru,Avena,Brand D,6.72,2.5,13.2,11.3,2.9,images/default_image.jpg
euru,Almendras,Brand G,2.4,7.0,26.8,49.6,3.3,images/default_image.jpg
euru,Brócoli,Brand J,1.63,1.5,23.2,42.1,2.2,images/default_image.jpg
euru,Avena,Brand A,5.94,2.5,7.9,14.9,16.1,images/default_image.jpg
euru,Almendras,Brand F,4.48,7.0,22.5,14.8,11.1,images/default_image.jpg
euru,Arroz,Brand H,5.61,2.0,3.7,45.1,6.5,images/default_image.jpg
euru,Brócoli,Brand J,5.71,1.5,23.8,20.6,11.2,images/default_image.jpg
euru,Manzana,Brand F,4.84,1.0,21.2,25.0,18.3,images/default_image.jpg
euru,Brócoli,Brand G,6.41,1.5,14.9,43.8,5.3,images/default_image.jpg
euru,Arroz,Brand I,4.57,2.0,20.0,48.6,0.3,images/default_image.jpg
euru,Huevos,Brand G,1.93,1.2,20.6,12.1,19.4,images/default_image.jpg
euru,Brócoli,Brand D,4.53,1.5,12.9,29.4,9.7,images/default_image.jpg
euru,Brócoli,Brand C,0.89,1.5,2.3,32.4,19.1,images/default_image.jpg
euru,Espinaca,Brand C,1.04,1.0,17.0,35.5,14.8,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,2.45,3.0,21.6,32.6,11.1,images/default_image.jpg
euru,Arroz,Brand H,0.86,2.0,18.5,20.0,11.0,images/default_image.jpg
euru,Avena,Brand E,3.4,2.5,27.4,23.1,19.5,images/default_image.jpg
euru,Brócoli,Brand J,1.57,1.5,21.6,28.9,5.2,images/default_image.jpg
euru,Salmón,Brand G,4.79,5.0,19.3,25.1,18.6,images/default_image.jpg
euru,Manzana,Brand E,5.15,1.0,11.8,38.6,19.5,images/default_image.jpg
euru,Espinaca,Brand C,1.31,1.0,29.3,14.4,4.0,images/default_image.jpg
euru,Brócoli,Brand C,5.91,1.5,2.4,6.7,5.9,images/default_image.jpg
euru,Salmón,Brand H,6.63,5.0,9.0,12.9,15.7,images/default_image.jpg
euru,Pechuga de Pollo,Brand A,4.46,3.0,2.8,7.4,17.5,images/default_image.jpg
euru,Plátano,Brand F,3.5,0.5,4.9,30.4,9.8,images/default_image.jpg
euru,Almendras,Brand E,1.69,7.0,29.3,9.1,15.4,images/default_image.jpg
euru,Almendras,Brand G,6.33,7.0,21.5,27.8,10.3,images/default_image.jpg
euru,Pechuga de Pollo,Brand F,3.29,3.0,1.9,9.1,19.7,images/default_image.jpg
euru,Arroz,Brand J,2.15,2.0,2.7,6.7,15.8,images/default_image.jpg
euru,Salmón,Brand E,1.14,5.0,13.3,47.6,2.1,images/default_image.jpg
euru,Almendras,Brand A,5.64,7.0,26.0,15.0,5.4,images/default_image.jpg
euru,Plátano,Brand H,3.45,0.5,17.6,49.2,11.3,images/default_image.jpg
euru,Salmón,Brand B,2.5,5.0,27.2,47.5,1.3,images/default_image.jpg
euru,Brócoli,Brand H,6.09,1.5,29.1,6.5,7.4,images/default_image.jpg
euru,Espinaca,Brand F,6.5,1.0,21.3,35.9,13.4,images/default_image.jpg
euru,Plátano,Brand G,5.53,0.5,11.7,26.3,17.3,images/default_image.jpg
euru,Huevos,Brand G,3.45,1.2,23.6,49.7,10.0,images/default_image.jpg
euru,Manzana,Brand E,6.4,1.0,29.1,49.0,3.2,images/default_image.jpg
euru,Salmón,Brand B,2.34,5.0,28.3,48.6,17.1,images/default_image.jpg
euru,Brócoli,Brand F,1.85,1.5,12.3,24.7,14.5,images/default_image.jpg
euru,Salmón,Brand J,5.12,5.0,25.8,6.6,15.2,images/default_image.jpg
euru,Avena,Brand I,2.47,2.5,15.2,9.9,11.5,images/default_image.jpg
euru,Plátano,Brand C,1.21,0.5,19.5,15.3,14.4,images/default_image.jpg
euru,Brócoli,Brand C,1.64,1.5,18.6,41.6,11.4,images/default_image.jpg
euru,Avena,Brand D,5.37,2.5,9.9,34.3,8.0,images/default_image.jpg
euru,Almendras,Brand G,2.95,7.0,21.1,25.8,16.3,images/default_image.jpg
euru,Almendras,Brand G,1.16,7.0,24.4,29.8,3.2,images/default_image.jpg
euru,Avena,Brand C,2.2,2.5,11.6,44.2,19.0,images/default_image.jpg
euru,Salmón,Brand C,6.93,5.0,10.2,46.3,4.8,images/default_image.jpg
euru,Almendras,Brand A,4.36,7.0,21.7,15.5,9.9,images/default_image.jpg
euru,Yogur Griego,Brand J,2.52,1.5,29.1,42.4,17.9,images/default_image.jpg
euru,Manzana,Brand C,1.81,1.0,10.1,48.2,10.9,images/default_image.jpg
euru,Arroz,Brand E,2.02,2.0,7.6,48.8,8.4,images/default_image.jpg
euru,Manzana,Brand J,4.95,1.0,20.7,26.0,17.5,images/default_image.jpg
euru,Huevos,Brand H,0.74,1.2,2.7,38.9,9.4,images/default_image.jpg
euru,Avena,Brand G,1.43,2.5,15.9,46.1,11.0,images/default_image.jpg
euru,Yogur Griego,Brand J,1.47,1.5,25.8,42.2,10.3,images/default_image.jpg
euru,Manzana,Brand C,2.76,1.0,23.2,46.8,19.6,images/default_image.jpg
euru,Manzana,Brand J,5.44,1.0,4.9,9.5,15.2,images/default_image.jpg
euru,Espinaca,Brand H,3.59,1.0,21.4,11.5,18.4,images/default_image.jpg
euru,Manzana,Brand A,5.88,1.0,25.3,23.9,13.6,images/default_image.jpg
euru,Pechuga de Pollo,Brand B,5.56,3.0,12.7,40.3,5.1,images/default_image.jpg
euru,Manzana,Brand J,5.26,1.0,18.8,43.5,3.1,images/default_image.jpg
euru,Salmón,Brand F,3.34,5.0,16.0,28.0,1.7,images/default_image.jpg
euru,Salmón,Brand D,0.7,5.0,12.3,38.5,16.8,images/default_image.jpg
euru,Avena,Brand B,4.9,2.5,27.5,19.4,18.2,images/default_image.jpg
euru,Plátano,Brand H,3.73,0.5,21.9,38.3,5.2,images/default_image.jpg
euru,Pechuga de Pollo,Brand A,6.0,3.0,25.5,8.9,1.6,images/default_image.jpg
euru,Almendras,Brand J,5.97,7.0,23.2,21.8,11.0,images/default_image.jpg
euru,Brócoli,Brand B,6.12,1.5,25.1,45.8,7.3,images/default_image.jpg
euru,Brócoli,Brand A,5.47,1.5,10.8,9.6,3.5,images/default_image.jpg
euru,Avena,Brand J,3.86,2.5,6.0,25.7,6.6,images/default_image.jpg
euru,Espinaca,Brand E,6.41,1.0,11.2,14.5,4.1,images/default_image.jpg
euru,Arroz,Brand F,5.85,2.0,23.5,41.9,13.5,images/default_image.jpg
euru,Arroz,Brand H,3.66,2.0,27.5,29.0,3.8,images/default_image.jpg
euru,Espinaca,Brand B,4.43,1.0,27.1,35.2,10.9,images/default_image.jpg
euru,Almendras,Brand H,1.72,7.0,16.0,46.6,11.3,images/default_image.jpg
euru,Brócoli,Brand A,6.74,1.5,23.0,21.5,14.3,images/default_image.jpg
euru,Arroz,Brand C,0.65,2.0,26.7,43.9,9.8,images/default_image.jpg
euru,Plátano,Brand H,5.39,0.5,8.4,25.4,5.1,images/default_image.jpg
